,x_name,y_name,protein_uniprot
3280461,SERPINE1,cholestasis,A0A024QYT5
3280462,SERPINE1,benign recurrent intrahepatic cholestasis,A0A024QYT5
3280463,SERPINE1,familial intrahepatic cholestasis,A0A024QYT5
3280464,SERPINA5,cholestasis,G3V4B4
3280465,SERPINA5,benign recurrent intrahepatic cholestasis,G3V4B4
3280466,SERPINA5,familial intrahepatic cholestasis,G3V4B4
3280467,PDYN,cholestasis,A0A494C0Y8
3280468,PDYN,benign recurrent intrahepatic cholestasis,A0A494C0Y8
3280469,PDYN,familial intrahepatic cholestasis,A0A494C0Y8
3280470,SERPINA1,cholestasis,A0A0G2JRN3
3280471,SERPINA1,benign recurrent intrahepatic cholestasis,A0A0G2JRN3
3280472,SERPINA1,familial intrahepatic cholestasis,A0A0G2JRN3
3280473,POMC,cholestasis,K7RME8
3280474,POMC,benign recurrent intrahepatic cholestasis,K7RME8
3280475,POMC,familial intrahepatic cholestasis,K7RME8
3280476,PON1,cholestasis,Q96P91
3280477,PON1,benign recurrent intrahepatic cholestasis,Q96P91
3280478,PON1,familial intrahepatic cholestasis,Q96P91
3280479,MAPK13,cholestasis,Q6FHR4
3280480,MAPK13,benign recurrent intrahepatic cholestasis,Q6FHR4
3280481,MAPK13,familial intrahepatic cholestasis,Q6FHR4
3280482,RDX,cholestasis,A0A2R8Y5P0
3280483,RDX,benign recurrent intrahepatic cholestasis,A0A2R8Y5P0
3280484,RDX,familial intrahepatic cholestasis,A0A2R8Y5P0
3280485,RELA,cholestasis,Q96F54
3280486,RELA,benign recurrent intrahepatic cholestasis,Q96F54
3280487,RELA,familial intrahepatic cholestasis,Q96F54
3280488,SORT1,cholestasis,A0A0J9YVU2
3280489,SORT1,benign recurrent intrahepatic cholestasis,A0A0J9YVU2
3280490,SORT1,familial intrahepatic cholestasis,A0A0J9YVU2
3280491,CCL7,cholestasis,A8MVH1
3280492,CCL7,benign recurrent intrahepatic cholestasis,A8MVH1
3280493,CCL7,familial intrahepatic cholestasis,A8MVH1
3280494,SLC16A2,cholestasis,A0A1B0GVB4
3280495,SLC16A2,benign recurrent intrahepatic cholestasis,A0A1B0GVB4
3280496,SLC16A2,familial intrahepatic cholestasis,A0A1B0GVB4
3280497,SNAI1,cholestasis,O95863
3280498,SNAI1,benign recurrent intrahepatic cholestasis,O95863
3280499,SNAI1,familial intrahepatic cholestasis,O95863
3280500,SORL1,cholestasis,L8EA23
3280501,SORL1,benign recurrent intrahepatic cholestasis,L8EA23
3280502,SORL1,familial intrahepatic cholestasis,L8EA23
3280503,AKR1D1,cholestasis,C4PL35
3280504,AKR1D1,benign recurrent intrahepatic cholestasis,C4PL35
3280505,AKR1D1,familial intrahepatic cholestasis,C4PL35
3280506,SRP72,cholestasis,P38688
3280507,SRP72,benign recurrent intrahepatic cholestasis,P38688
3280508,SRP72,familial intrahepatic cholestasis,P38688
3280509,SULT2B1,cholestasis,O00204
3280510,SULT2B1,benign recurrent intrahepatic cholestasis,O00204
3280511,SULT2B1,familial intrahepatic cholestasis,O00204
3280512,HNF1B,cholestasis,E0YMJ7
3280513,HNF1B,benign recurrent intrahepatic cholestasis,E0YMJ7
3280514,HNF1B,familial intrahepatic cholestasis,E0YMJ7
3280515,TLR2,cholestasis,D2JYJ4
3280516,TLR2,benign recurrent intrahepatic cholestasis,D2JYJ4
3280517,TLR2,familial intrahepatic cholestasis,D2JYJ4
3280518,TNF,cholestasis,B5BUQ6
3280519,TNF,benign recurrent intrahepatic cholestasis,B5BUQ6
3280520,TNF,familial intrahepatic cholestasis,B5BUQ6
3280521,NR1H2,cholestasis,M0R229
3280522,NR1H2,benign recurrent intrahepatic cholestasis,M0R229
3280523,NR1H2,familial intrahepatic cholestasis,M0R229
3280524,VCAM1,cholestasis,A0A3B3ISS8
3280525,VCAM1,benign recurrent intrahepatic cholestasis,A0A3B3ISS8
3280526,VCAM1,familial intrahepatic cholestasis,A0A3B3ISS8
3280527,VIL1,cholestasis,C9J2B5
3280528,VIL1,benign recurrent intrahepatic cholestasis,C9J2B5
3280529,VIL1,familial intrahepatic cholestasis,C9J2B5
3280530,REEP5,cholestasis,H0Y8J8
3280531,REEP5,benign recurrent intrahepatic cholestasis,H0Y8J8
3280532,REEP5,familial intrahepatic cholestasis,H0Y8J8
3280533,ABCB11,cholestasis,H7C486
3280534,ABCB11,benign recurrent intrahepatic cholestasis,H7C486
3280535,ABCB11,familial intrahepatic cholestasis,H7C486
3280536,ABCC3,cholestasis,Q86VN9
3280537,ABCC3,benign recurrent intrahepatic cholestasis,Q86VN9
3280538,ABCC3,familial intrahepatic cholestasis,Q86VN9
3280539,F2RL3,cholestasis,M0R0Y0
3280540,F2RL3,benign recurrent intrahepatic cholestasis,M0R0Y0
3280541,F2RL3,familial intrahepatic cholestasis,M0R0Y0
3280542,CYP7B1,cholestasis,Q05C57
3280543,CYP7B1,benign recurrent intrahepatic cholestasis,Q05C57
3280544,CYP7B1,familial intrahepatic cholestasis,Q05C57
3280545,PAN2,cholestasis,P53010
3280546,PAN2,benign recurrent intrahepatic cholestasis,P53010
3280547,PAN2,familial intrahepatic cholestasis,P53010
3280548,SLC23A2,cholestasis,Q4ZGM1
3280549,SLC23A2,benign recurrent intrahepatic cholestasis,Q4ZGM1
3280550,SLC23A2,familial intrahepatic cholestasis,Q4ZGM1
3280551,SLC23A1,cholestasis,H0Y902
3280552,SLC23A1,benign recurrent intrahepatic cholestasis,H0Y902
3280553,SLC23A1,familial intrahepatic cholestasis,H0Y902
3280554,NR1H4,cholestasis,G8JLB0
3280555,NR1H4,benign recurrent intrahepatic cholestasis,G8JLB0
3280556,NR1H4,familial intrahepatic cholestasis,G8JLB0
3280557,NR1H3,cholestasis,C9JTS4
3280558,NR1H3,benign recurrent intrahepatic cholestasis,C9JTS4
3280559,NR1H3,familial intrahepatic cholestasis,C9JTS4
3280560,BTG3,cholestasis,A0A0G2JRT0
3280561,BTG3,benign recurrent intrahepatic cholestasis,A0A0G2JRT0
3280562,BTG3,familial intrahepatic cholestasis,A0A0G2JRT0
3280563,KANK1,cholestasis,Q5W0W2
3280564,KANK1,benign recurrent intrahepatic cholestasis,Q5W0W2
3280565,KANK1,familial intrahepatic cholestasis,Q5W0W2
3280566,LY96,cholestasis,D0VAW8
3280567,LY96,benign recurrent intrahepatic cholestasis,D0VAW8
3280568,LY96,familial intrahepatic cholestasis,D0VAW8
3280569,HACL1,cholestasis,F8WCH9
3280570,HACL1,benign recurrent intrahepatic cholestasis,F8WCH9
3280571,HACL1,familial intrahepatic cholestasis,F8WCH9
3280572,ERLEC1,cholestasis,Q96DZ1
3280573,ERLEC1,benign recurrent intrahepatic cholestasis,Q96DZ1
3280574,ERLEC1,familial intrahepatic cholestasis,Q96DZ1
3280575,TMED7,cholestasis,G3V2Y2
3280576,TMED7,benign recurrent intrahepatic cholestasis,G3V2Y2
3280577,TMED7,familial intrahepatic cholestasis,G3V2Y2
3280578,HAO2,cholestasis,Q5QP02
3280579,HAO2,benign recurrent intrahepatic cholestasis,Q5QP02
3280580,HAO2,familial intrahepatic cholestasis,Q5QP02
3280581,GTPBP2,cholestasis,H0Y5J1
3280582,GTPBP2,benign recurrent intrahepatic cholestasis,H0Y5J1
3280583,GTPBP2,familial intrahepatic cholestasis,H0Y5J1
3280584,WIPI1,cholestasis,K7EK57
3280585,WIPI1,benign recurrent intrahepatic cholestasis,K7EK57
3280586,WIPI1,familial intrahepatic cholestasis,K7EK57
3280587,C4orf19,cholestasis,D6RFF1
3280588,C4orf19,benign recurrent intrahepatic cholestasis,D6RFF1
3280589,C4orf19,familial intrahepatic cholestasis,D6RFF1
3280590,SLC30A10,cholestasis,Q1RMY7
3280591,SLC30A10,benign recurrent intrahepatic cholestasis,Q1RMY7
3280592,SLC30A10,familial intrahepatic cholestasis,Q1RMY7
3280593,BEX4,cholestasis,Q9NWD9
3280594,BEX4,benign recurrent intrahepatic cholestasis,Q9NWD9
3280595,BEX4,familial intrahepatic cholestasis,Q9NWD9
3280596,DNAJC12,cholestasis,S4R3W0
3280597,DNAJC12,benign recurrent intrahepatic cholestasis,S4R3W0
3280598,DNAJC12,familial intrahepatic cholestasis,S4R3W0
3280599,ALDH8A1,cholestasis,E9PKV1
3280600,ALDH8A1,benign recurrent intrahepatic cholestasis,E9PKV1
3280601,ALDH8A1,familial intrahepatic cholestasis,E9PKV1
3280602,UBA5,cholestasis,E7EWE1
3280603,UBA5,benign recurrent intrahepatic cholestasis,E7EWE1
3280604,UBA5,familial intrahepatic cholestasis,E7EWE1
3280605,HSD3B7,cholestasis,I3L2Q9
3280606,HSD3B7,benign recurrent intrahepatic cholestasis,I3L2Q9
3280607,HSD3B7,familial intrahepatic cholestasis,I3L2Q9
3280608,NPL,cholestasis,A0A087WZ70
3280609,NPL,benign recurrent intrahepatic cholestasis,A0A087WZ70
3280610,NPL,familial intrahepatic cholestasis,A0A087WZ70
3280611,CFHR5,cholestasis,Q05CF5
3280612,CFHR5,benign recurrent intrahepatic cholestasis,Q05CF5
3280613,CFHR5,familial intrahepatic cholestasis,Q05CF5
3280614,SLC10A7,cholestasis,Q0GE19
3280615,SLC10A7,benign recurrent intrahepatic cholestasis,Q0GE19
3280616,SLC10A7,familial intrahepatic cholestasis,Q0GE19
3280617,TMEM117,cholestasis,F8W1J2
3280618,TMEM117,benign recurrent intrahepatic cholestasis,F8W1J2
3280619,TMEM117,familial intrahepatic cholestasis,F8W1J2
3280620,DGAT2,cholestasis,S4R3S3
3280621,DGAT2,benign recurrent intrahepatic cholestasis,S4R3S3
3280622,DGAT2,familial intrahepatic cholestasis,S4R3S3
3280623,CADPS2,cholestasis,L8E7C0
3280624,CADPS2,benign recurrent intrahepatic cholestasis,L8E7C0
3280625,CADPS2,familial intrahepatic cholestasis,L8E7C0
3280626,HOGA1,cholestasis,H7BY76
3280627,HOGA1,benign recurrent intrahepatic cholestasis,H7BY76
3280628,HOGA1,familial intrahepatic cholestasis,H7BY76
3280629,NIBAN1,cholestasis,H0Y7M9
3280630,NIBAN1,benign recurrent intrahepatic cholestasis,H0Y7M9
3280631,NIBAN1,familial intrahepatic cholestasis,H0Y7M9
3280632,SLC51B,cholestasis,Q86UW2
3280633,SLC51B,benign recurrent intrahepatic cholestasis,Q86UW2
3280634,SLC51B,familial intrahepatic cholestasis,Q86UW2
3280635,HJV,cholestasis,F8W6J7
3280636,HJV,benign recurrent intrahepatic cholestasis,F8W6J7
3280637,HJV,familial intrahepatic cholestasis,F8W6J7
3280638,NFXL1,cholestasis,L8EBF0
3280639,NFXL1,benign recurrent intrahepatic cholestasis,L8EBF0
3280640,NFXL1,familial intrahepatic cholestasis,L8EBF0
3280641,MBOAT1,cholestasis,Q6ZNC8
3280642,MBOAT1,benign recurrent intrahepatic cholestasis,Q6ZNC8
3280643,MBOAT1,familial intrahepatic cholestasis,Q6ZNC8
3280644,SLC51A,cholestasis,C9J2I5
3280645,SLC51A,benign recurrent intrahepatic cholestasis,C9J2I5
3280646,SLC51A,familial intrahepatic cholestasis,C9J2I5
3280647,RFLNB,cholestasis,Q8N5W9
3280648,RFLNB,benign recurrent intrahepatic cholestasis,Q8N5W9
3280649,RFLNB,familial intrahepatic cholestasis,Q8N5W9
3280650,MIRLET7B,cholestasis,None
3280651,MIRLET7B,benign recurrent intrahepatic cholestasis,None
3280652,MIRLET7B,familial intrahepatic cholestasis,None
3280653,MIRLET7I,cholestasis,None
3280654,MIRLET7I,benign recurrent intrahepatic cholestasis,None
3280655,MIRLET7I,familial intrahepatic cholestasis,None
3280656,MIR130B,cholestasis,None
3280657,MIR130B,benign recurrent intrahepatic cholestasis,None
3280658,MIR130B,familial intrahepatic cholestasis,None
3280659,MIR143,cholestasis,None
3280660,MIR143,benign recurrent intrahepatic cholestasis,None
3280661,MIR143,familial intrahepatic cholestasis,None
3280662,MIR185,cholestasis,None
3280663,MIR185,benign recurrent intrahepatic cholestasis,None
3280664,MIR185,familial intrahepatic cholestasis,None
3280665,MIR190A,cholestasis,None
3280666,MIR190A,benign recurrent intrahepatic cholestasis,None
3280667,MIR190A,familial intrahepatic cholestasis,None
3280668,MIR218-1,cholestasis,None
3280669,MIR218-1,benign recurrent intrahepatic cholestasis,None
3280670,MIR218-1,familial intrahepatic cholestasis,None
3280671,MIR24-1,cholestasis,None
3280672,MIR24-1,benign recurrent intrahepatic cholestasis,None
3280673,MIR24-1,familial intrahepatic cholestasis,None
3280674,MIR27B,cholestasis,None
3280675,MIR27B,benign recurrent intrahepatic cholestasis,None
3280676,MIR27B,familial intrahepatic cholestasis,None
3280677,MIR99A,cholestasis,None
3280678,MIR99A,benign recurrent intrahepatic cholestasis,None
3280679,MIR99A,familial intrahepatic cholestasis,None
3280680,MIR337,cholestasis,None
3280681,MIR337,benign recurrent intrahepatic cholestasis,None
3280682,MIR337,familial intrahepatic cholestasis,None
3280683,MIR361,cholestasis,None
3280684,MIR361,benign recurrent intrahepatic cholestasis,None
3280685,MIR361,familial intrahepatic cholestasis,None
3280686,MIR377,cholestasis,None
3280687,MIR377,benign recurrent intrahepatic cholestasis,None
3280688,MIR377,familial intrahepatic cholestasis,None
3280689,MIR411,cholestasis,None
3280690,MIR411,benign recurrent intrahepatic cholestasis,None
3280691,MIR411,familial intrahepatic cholestasis,None
3280692,MIR875,cholestasis,None
3280693,MIR875,benign recurrent intrahepatic cholestasis,None
3280694,MIR875,familial intrahepatic cholestasis,None
3280695,AGT,diabetic nephropathy,A7L3A2
3280696,ALB,diabetic nephropathy,Q6LEH2
3280697,AXL,diabetic nephropathy,M0R0W6
3280698,CDKN1A,diabetic nephropathy,A0A024RCX5
3280699,COL4A1,diabetic nephropathy,A0A3B3ISH5
3280700,ACE,diabetic nephropathy,X4Y8J8
3280701,FN1,diabetic nephropathy,A6YID3
3280702,GAS6,diabetic nephropathy,A0A0F6PYS3
3280703,INS,diabetic nephropathy,F6MZK5
3280704,KDR,diabetic nephropathy,A0A0U2VU55
3280705,KLK1,diabetic nephropathy,A0A1L2BPJ1
3280706,LEPR,diabetic nephropathy,A0A387LBR5
3280707,MDK,diabetic nephropathy,Q2LEK2
3280708,MYCN,diabetic nephropathy,A0A5P8TXN7
3280709,NFE2L2,diabetic nephropathy,C9JBM0
3280710,NOS3,diabetic nephropathy,O14937
3280711,SERPINE1,diabetic nephropathy,A0A024QYT5
3280712,PON1,diabetic nephropathy,Q96P91
3280713,PPARG,diabetic nephropathy,A0A499FIV4
3280714,PRKCE,diabetic nephropathy,Q53RT0
3280715,PTPN11,diabetic nephropathy,B3GUD5
3280716,RELA,diabetic nephropathy,Q96F54
3280717,CCL2,diabetic nephropathy,J3KRT7
3280718,SOD2,diabetic nephropathy,P00447
3280719,HNF1A,diabetic nephropathy,A0A0A0MQU7
3280720,TGFB1,diabetic nephropathy,A0A078BCJ0
3280721,TGFBI,diabetic nephropathy,C7FFS5
3280722,TGFBR2,diabetic nephropathy,W8DYI2
3280723,TNFAIP1,diabetic nephropathy,J3QSD4
3280724,VDAC1,diabetic nephropathy,L8ECA2
3280725,VDAC2,diabetic nephropathy,Q5JSD2
3280726,VEGFA,diabetic nephropathy,A0A5F9ZH41
3280727,AOC3,diabetic nephropathy,K7EIK5
3280728,ADIPOQ,diabetic nephropathy,A8K660
3280729,ELMO1,diabetic nephropathy,H7C0S6
3280730,MFN2,diabetic nephropathy,A0A6Q8PGS9
3280731,TXNIP,diabetic nephropathy,L8E7V6
3280732,TINAG,diabetic nephropathy,Q6NSC1
3280733,CNDP2,diabetic nephropathy,L8EAZ5
3280734,ACE2,diabetic nephropathy,P21192
3280735,ALPK1,diabetic nephropathy,L8E8U4
3280736,CNDP1,diabetic nephropathy,J3QQM7
3280737,DGKH,diabetic nephropathy,A0A087WZ02
3280738,MIR145,diabetic nephropathy,None
3280739,AGT,diabetic retinopathy,A7L3A2
3280740,AGT,diabetic cataract,A7L3A2
3280741,AGTR1,diabetic retinopathy,Q6NUP5
3280742,AGTR1,diabetic cataract,Q6NUP5
3280743,CASP3,diabetic retinopathy,C9JXR7
3280744,CASP3,diabetic cataract,C9JXR7
3280745,CRP,diabetic retinopathy,C9JRE9
3280746,CRP,diabetic cataract,C9JRE9
3280747,GAD2,diabetic retinopathy,Q5VZ31
3280748,GAD2,diabetic cataract,Q5VZ31
3280749,ICAM1,diabetic retinopathy,Q14601
3280750,ICAM1,diabetic cataract,Q14601
3280751,PON1,diabetic retinopathy,Q96P91
3280752,PON1,diabetic cataract,Q96P91
3280753,SOD1,diabetic retinopathy,P00445
3280754,SOD1,diabetic cataract,P00445
3280755,THBS1,diabetic retinopathy,A0PJG0
3280756,THBS1,diabetic cataract,A0PJG0
3280757,VEGFA,diabetic retinopathy,A0A5F9ZH41
3280758,VEGFA,diabetic cataract,A0A5F9ZH41
3280759,SIRT1,diabetic retinopathy,I1Y8W7
3280760,SIRT1,diabetic cataract,I1Y8W7
3280761,AGT,IgA glomerulonephritis,A7L3A2
3280762,AGT,"IgA nephropathy, susceptibility to",A7L3A2
3280763,C1QA,IgA glomerulonephritis,X6RLJ0
3280764,C1QA,"IgA nephropathy, susceptibility to",X6RLJ0
3280765,C1QB,IgA glomerulonephritis,Q6LDZ7
3280766,C1QB,"IgA nephropathy, susceptibility to",Q6LDZ7
3280767,C2,IgA glomerulonephritis,Q31144
3280768,C2,"IgA nephropathy, susceptibility to",Q31144
3280769,CD44,IgA glomerulonephritis,C1PHE6
3280770,CD44,"IgA nephropathy, susceptibility to",C1PHE6
3280771,ACE,IgA glomerulonephritis,X4Y8J8
3280772,ACE,"IgA nephropathy, susceptibility to",X4Y8J8
3280773,DEFA5,IgA glomerulonephritis,Q01523
3280774,DEFA5,"IgA nephropathy, susceptibility to",Q01523
3280775,GPR183,IgA glomerulonephritis,P32249
3280776,GPR183,"IgA nephropathy, susceptibility to",P32249
3280777,FOXM1,IgA glomerulonephritis,H0YGS4
3280778,FOXM1,"IgA nephropathy, susceptibility to",H0YGS4
3280779,CFHR1,IgA glomerulonephritis,B1AKG0
3280780,CFHR1,"IgA nephropathy, susceptibility to",B1AKG0
3280781,HLA-DQB1,IgA glomerulonephritis,A0A1X9I5C5
3280782,HLA-DQB1,"IgA nephropathy, susceptibility to",A0A1X9I5C5
3280783,LAIR1,IgA glomerulonephritis,A0A0G2JQ50
3280784,LAIR1,"IgA nephropathy, susceptibility to",A0A0G2JQ50
3280785,MAN2B1,IgA glomerulonephritis,M0QXY0
3280786,MAN2B1,"IgA nephropathy, susceptibility to",M0QXY0
3280787,PLAU,IgA glomerulonephritis,A0A024QZM9
3280788,PLAU,"IgA nephropathy, susceptibility to",A0A024QZM9
3280789,TGFB1,IgA glomerulonephritis,A0A078BCJ0
3280790,TGFB1,"IgA nephropathy, susceptibility to",A0A078BCJ0
3280791,TIMP1,IgA glomerulonephritis,Q5H9B4
3280792,TIMP1,"IgA nephropathy, susceptibility to",Q5H9B4
3280793,LAPTM5,IgA glomerulonephritis,Q5TBB8
3280794,LAPTM5,"IgA nephropathy, susceptibility to",Q5TBB8
3280795,TNFSF13,IgA glomerulonephritis,Q6FGR7
3280796,TNFSF13,"IgA nephropathy, susceptibility to",Q6FGR7
3280797,PRC1,IgA glomerulonephritis,P00729
3280798,PRC1,"IgA nephropathy, susceptibility to",P00729
3280799,AURKB,IgA glomerulonephritis,J3KT86
3280800,AURKB,"IgA nephropathy, susceptibility to",J3KT86
3280801,CD163,IgA glomerulonephritis,H0YGZ7
3280802,CD163,"IgA nephropathy, susceptibility to",H0YGZ7
3280803,LHFPL2,IgA glomerulonephritis,A0A024RAM8
3280804,LHFPL2,"IgA nephropathy, susceptibility to",A0A024RAM8
3280805,SPRY2,IgA glomerulonephritis,O43597
3280806,SPRY2,"IgA nephropathy, susceptibility to",O43597
3280807,VAV3,IgA glomerulonephritis,A0A2X0U2Q1
3280808,VAV3,"IgA nephropathy, susceptibility to",A0A2X0U2Q1
3280809,MERTK,IgA glomerulonephritis,Q53QW0
3280810,MERTK,"IgA nephropathy, susceptibility to",Q53QW0
3280811,ST6GALNAC2,IgA glomerulonephritis,K7EKT8
3280812,ST6GALNAC2,"IgA nephropathy, susceptibility to",K7EKT8
3280813,HPSE,IgA glomerulonephritis,E9PFG6
3280814,HPSE,"IgA nephropathy, susceptibility to",E9PFG6
3280815,CFHR3,IgA glomerulonephritis,Q8WW96
3280816,CFHR3,"IgA nephropathy, susceptibility to",Q8WW96
3280817,VSIG4,IgA glomerulonephritis,A0A494C0F5
3280818,VSIG4,"IgA nephropathy, susceptibility to",A0A494C0F5
3280819,CORO1C,IgA glomerulonephritis,F8VSA4
3280820,CORO1C,"IgA nephropathy, susceptibility to",F8VSA4
3280821,SLC43A3,IgA glomerulonephritis,E9PMZ1
3280822,SLC43A3,"IgA nephropathy, susceptibility to",E9PMZ1
3280823,KIF15,IgA glomerulonephritis,F8WC33
3280824,KIF15,"IgA nephropathy, susceptibility to",F8WC33
3280825,CARD9,IgA glomerulonephritis,A0A286YFD5
3280826,CARD9,"IgA nephropathy, susceptibility to",A0A286YFD5
3280827,MS4A6A,IgA glomerulonephritis,Q32NC2
3280828,MS4A6A,"IgA nephropathy, susceptibility to",Q32NC2
3280829,AGT,malignant hypertension,A7L3A2
3280830,CYP17A1,malignant hypertension,A0A1L7H7S6
3280831,REN,malignant hypertension,A0A1B0GUZ2
3280832,AGT,renal hypertension,A7L3A2
3280833,MYH9,renal hypertension,Q2PS10
3280834,NPPA,renal hypertension,A0A087X094
3280835,AGT,nephrosis,A7L3A2
3280836,AGT,kidney disease,A7L3A2
3280837,ALB,nephrosis,Q6LEH2
3280838,ALB,kidney disease,Q6LEH2
3280839,DDIT3,nephrosis,F8W133
3280840,DDIT3,kidney disease,F8W133
3280841,DES,nephrosis,L7R9R4
3280842,DES,kidney disease,L7R9R4
3280843,EDN1,nephrosis,Q6FH53
3280844,EDN1,kidney disease,Q6FH53
3280845,EDNRB,nephrosis,A0A024R638
3280846,EDNRB,kidney disease,A0A024R638
3280847,F2,nephrosis,H7BX99
3280848,F2,kidney disease,H7BX99
3280849,ICAM1,nephrosis,Q14601
3280850,ICAM1,kidney disease,Q14601
3280851,ITGB2,nephrosis,A0A024DAE5
3280852,ITGB2,kidney disease,A0A024DAE5
3280853,REN,nephrosis,A0A1B0GUZ2
3280854,REN,kidney disease,A0A1B0GUZ2
3280855,SOD1,nephrosis,P00445
3280856,SOD1,kidney disease,P00445
3280857,VIM,nephrosis,A0A1B0GVG8
3280858,VIM,kidney disease,A0A1B0GVG8
3280859,NPHS2,nephrosis,A0A0U2ZWX8
3280860,NPHS2,kidney disease,A0A0U2ZWX8
3280861,NES,nephrosis,A5PKT9
3280862,NES,kidney disease,A5PKT9
3280863,HPSE,nephrosis,E9PFG6
3280864,HPSE,kidney disease,E9PFG6
3280865,AGT,kidney failure,A7L3A2
3280866,AGT,uremia,A7L3A2
3280867,APOE,kidney failure,A0A0S2Z3J5
3280868,APOE,uremia,A0A0S2Z3J5
3280869,CYBA,kidney failure,Q86SL0
3280870,CYBA,uremia,Q86SL0
3280871,CYP24A1,kidney failure,Q07973
3280872,CYP24A1,uremia,Q07973
3280873,ACE,kidney failure,X4Y8J8
3280874,ACE,uremia,X4Y8J8
3280875,EDN1,kidney failure,Q6FH53
3280876,EDN1,uremia,Q6FH53
3280877,EPO,kidney failure,B7ZKK5
3280878,EPO,uremia,B7ZKK5
3280879,GLA,kidney failure,A0A0S3Q2A7
3280880,GLA,uremia,A0A0S3Q2A7
3280881,IDH2,kidney failure,P28241
3280882,IDH2,uremia,P28241
3280883,IFNA2,kidney failure,P01563
3280884,IFNA2,uremia,P01563
3280885,IFNG,kidney failure,A8YQE4
3280886,IFNG,uremia,A8YQE4
3280887,INS,kidney failure,F6MZK5
3280888,INS,uremia,F6MZK5
3280889,LEPR,kidney failure,A0A387LBR5
3280890,LEPR,uremia,A0A387LBR5
3280891,LMX1B,kidney failure,Q6ISE0
3280892,LMX1B,uremia,Q6ISE0
3280893,MME,kidney failure,L8E8E1
3280894,MME,uremia,L8E8E1
3280895,MYH9,kidney failure,Q2PS10
3280896,MYH9,uremia,Q2PS10
3280897,PPARG,kidney failure,A0A499FIV4
3280898,PPARG,uremia,A0A499FIV4
3280899,TLR4,kidney failure,D2JYI4
3280900,TLR4,uremia,D2JYI4
3280901,TRPC6,kidney failure,E9PJN4
3280902,TRPC6,uremia,E9PJN4
3280903,NOX4,kidney failure,E9PPP2
3280904,NOX4,uremia,E9PPP2
3280905,INF2,kidney failure,A0A6Q8PFJ1
3280906,INF2,uremia,A0A6Q8PFJ1
3280907,CFHR5,kidney failure,Q05CF5
3280908,CFHR5,uremia,Q05CF5
3280909,AGT,retinopathy of prematurity,A7L3A2
3280910,AGT,exudative vitreoretinopathy,A7L3A2
3280911,LRP5,retinopathy of prematurity,A0A1P8NQD1
3280912,FZD4,retinopathy of prematurity,Q9BY80
3280913,FZD4,exudative vitreoretinopathy,Q9BY80
